# Cluster list (21 data points):
# "Cluster Identifier" "Cluster Size" "Center of Mass.X" "Center of Mass.Y" "Center of Mass.Z"
1 40740 37.2850154639 36.271976485 38.049020324 
2 210 68.1327142857 20.8949428571 3.6341904762 
3 168 -3.6378214286 57.3025654762 75.570702381 
4 84 77.079 -3.1641904762 17.0816547619 
5 84 39.4870595238 81.858047619 57.8013095238 
6 84 73.1799404762 56.5481190476 -0.9737380952 
7 42 32.228952381 -3.5001904762 32.3139285714 
8 42 6.9548571429 62.6708095238 78.4103095238 
9 42 37.2903095238 65.8617619048 -3.6813095238 
10 42 -8.2040238095 31.5658333333 43.4034285714 
11 42 77.5047142857 -5.5953095238 56.3906190476 
12 42 -3.8083095238 26.5893333333 73.7771904762 
13 42 4.9713333333 86.892452381 71.7403809524 
14 42 -3.6633095238 -1.2913571429 25.5889761905 
15 42 11.7051190476 19.8384761905 84.1222619048 
16 42 77.8766190476 46.8993095238 13.8922619048 
17 42 41.8116666667 -8.7637142857 10.0588809524 
18 42 50.9784761905 81.0543571429 11.2088333333 
19 42 -0.1366428571 -1.4533571429 40.8495 
20 42 43.984952381 80.7748095238 45.4006666667 
21 42 77.634 46.7370952381 56.1029047619 
