# Cluster list (14 data points):
# "Cluster Identifier" "Cluster Size" "Center of Mass.X" "Center of Mass.Y" "Center of Mass.Z"
1 29610 29.3386000675 28.560482202 29.4824826748 
2 30 19.2880333333 60.9302333333 26.5202666667 
3 30 32.8561666667 10.6873666667 67.9061333333 
4 30 36.7361666667 56.1284666667 -8.1569666667 
5 30 1.943 27.6843 62.5969333333 
6 30 62.3446 12.0539666667 56.3631333333 
7 30 8.2130333333 -1.8848333333 71.2648666667 
8 30 49.7887666667 66.8579333333 -3.6265 
9 30 -4.4967666667 21.0946333333 6.0036 
10 30 -13.1347333333 23.9511666667 34.9720666667 
11 30 -1.5509 -1.6322333333 29.6201666667 
12 30 61.4461666667 4.2553 40.9628333333 
13 30 39.4468333333 19.0890666667 64.0572666667 
14 30 32.8474666667 0.3523666667 69.0275 
