# Cluster list (29 data points):
# "Cluster Identifier" "Cluster Size" "Center of Mass.X" "Center of Mass.Y" "Center of Mass.Z"
1 29070 33.5865853113 32.319131235 34.3389572755 
2 90 2.9072222222 67.4211 61.1156444444 
3 60 68.78115 70.83465 44.8841166667 
4 30 74.1664333333 3.5136333333 0.8463 
5 30 2.1533333333 -2.8161333333 12.8658 
6 30 49.0553333333 -5.2900666667 -0.7182333333 
7 30 -4.7550666667 42.2703333333 3.1429666667 
8 30 56.2791666667 -9.0748333333 44.0026 
9 30 16.2441666667 67.2139666667 29.4066666667 
10 30 39.1402 53.6103 -4.3824 
11 30 10.2016 45.3689333333 -4.6380333333 
12 30 -3.5787666667 59.0013 -2.7157 
13 30 -10.6879 46.3883333333 14.5199333333 
14 30 27.2966 70.7337666667 -1.9555 
15 30 52.0657333333 14.5672 75.6445666667 
16 30 -10.7769 57.9572666667 35.0195 
17 30 -9.4462333333 23.041 6.1217333333 
18 30 14.0994 63.5311666667 -8.2336333333 
19 30 71.2317 57.2982 46.1858333333 
20 30 75.0682 31.2230666667 16.6817333333 
21 30 71.2644666667 50.8564666667 -4.3204666667 
22 30 37.3800333333 67.4470333333 -7.6988 
23 30 42.7593 29.6775 -4.7042 
24 30 31.7267666667 65.4072666667 7.4652666667 
25 30 -6.0963 -2.9177333333 7.8874 
26 30 28.7051333333 43.4748 -7.0863333333 
27 30 69.2627333333 54.1810333333 74.5879666667 
28 30 68.8086 38.1572 -1.9254 
29 30 34.2883 0.0053333333 83.0841333333 
