 Total Particles | Monomers per Polymer | Real Frac Phobic | Density | Average Radius of Gyration | Mean End-To-End Distance of Chains
18000 | 18| 13 | 0.05 | 30.43301814369238 | 7.3371621585714975
18000 | 18| 9 | 0.05 | 29.09159285932109 | 7.382307770261388
18000 | 18| 4 | 0.05 | 23.938695948848142 | 6.36588265303377
18000 | 18| 13 | 0.1 | 30.381206352696957 | 7.36797185869559
18000 | 18| 9 | 0.1 | 29.614175310110838 | 7.52761337090402
18000 | 18| 4 | 0.1 | 24.806849009951783 | 6.537723626765338
18000 | 18| 13 | 0.15 | 30.390335541562212 | 7.511958202243238
18000 | 18| 9 | 0.15 | 29.75626627603702 | 7.5957008779177295
18000 | 18| 4 | 0.15 | 25.628519900690307 | 6.9913488947977855
18000 | 18| 13 | 0.2 | 30.215257654825045 | 7.586750106705797
18000 | 18| 9 | 0.2 | 30.138272954857243 | 7.828183720068533
18000 | 18| 4 | 0.2 | 25.8768066325358 | 7.000087654319538
18000 | 18| 13 | 0.25 | 29.679622450717446 | 7.494784448618561
18000 | 18| 9 | 0.25 | 30.11042006984408 | 7.806708139408114
18000 | 18| 4 | 0.25 | 25.78917710953663 | 7.0460678151642515
18000 | 18| 13 | 0.3 | 29.53071464831806 | 7.305035961788861
18000 | 18| 9 | 0.3 | 29.771613992110552 | 7.708840415080577
18000 | 18| 4 | 0.3 | 25.771340784690533 | 6.954319480387642
18000 | 18| 13 | 0.35 | 29.146373857731486 | 7.402740664204023
18000 | 18| 9 | 0.35 | 29.441325924554892 | 7.606047051420287
18000 | 18| 4 | 0.35 | 25.73236779966882 | 7.130611201966635
18000 | 18| 13 | 0.4 | 28.531749787391576 | 7.19266000392617
18000 | 18| 9 | 0.4 | 29.382005237772304 | 7.650906237135749
18000 | 18| 4 | 0.4 | 25.64660666032126 | 6.871138462191331
18000 | 18| 13 | 0.45 | 28.217104148543534 | 7.138119558048373
18000 | 18| 9 | 0.45 | 29.002979124905337 | 7.574467324850654
18000 | 18| 4 | 0.45 | 25.689701573871368 | 6.8350867670566675
18000 | 18| 13 | 0.5 | 27.81710455700259 | 7.042303448659519
18000 | 18| 9 | 0.5 | 28.678852213820676 | 7.514590008143822
18000 | 18| 4 | 0.5 | 25.64874170160073 | 6.843497151983309
18000 | 18| 13 | 0.55 | 27.30597221679642 | 6.994680621350665
18000 | 18| 9 | 0.55 | 28.022525389286763 | 7.317254923746842
18000 | 18| 4 | 0.55 | 25.314904354354432 | 6.8232452680764775
18000 | 18| 13 | 0.6 | 26.23732559652104 | 6.721358209566212
18000 | 18| 9 | 0.6 | 27.325755985092957 | 7.20004819899177
18000 | 18| 4 | 0.6 | 25.275777281994053 | 6.689260389223463
18000 | 18| 13 | 0.65 | 24.659974686166418 | 6.084584741686882
18000 | 18| 9 | 0.65 | 26.353364709397795 | 6.949950182977311
18000 | 18| 4 | 0.65 | 24.772266445196227 | 6.627506751201616
18000 | 18| 13 | 0.7 | 22.711524992589858 | 5.17585428642431
18000 | 18| 9 | 0.7 | 25.1672890339791 | 6.503545911065348
18000 | 18| 4 | 0.7 | 24.518051644148755 | 6.530190527305222
18000 | 18| 13 | 0.75 | 21.683924518795457 | 4.749428333680331
18000 | 18| 9 | 0.75 | 23.345186394977294 | 5.67186855281852
18000 | 18| 4 | 0.75 | 24.262682877436507 | 6.549745189097644
18000 | 18| 13 | 0.8 | 21.379515173799426 | 4.6155026643094486
18000 | 18| 9 | 0.8 | 21.610247050408045 | 4.832198294605903
18000 | 18| 4 | 0.8 | 23.458315650391757 | 6.216172396127796
