 Total Particles | Monomers per Polymer | Real Frac Phobic | Density | Average Radius of Gyration | Mean End-To-End Distance of Chains
34000 | 34| 25 | 0.05 | 44.94095956920941 | 11.137958822929079
34000 | 34| 17 | 0.05 | 40.903409328484386 | 10.269941422981965
34000 | 34| 8 | 0.05 | 30.786361910350028 | 8.453777005384953
34000 | 34| 25 | 0.1 | 44.23444674637107 | 10.818572958945042
34000 | 34| 17 | 0.1 | 41.31538054198946 | 10.517729475312768
34000 | 34| 8 | 0.1 | 32.22449092204287 | 8.848495370399846
34000 | 34| 25 | 0.15 | 43.03643336948304 | 10.606649155575331
34000 | 34| 17 | 0.15 | 41.52657429038643 | 10.603864799420977
34000 | 34| 8 | 0.15 | 33.79368778248827 | 9.415287891713305
34000 | 34| 25 | 0.2 | 42.1001011945211 | 10.228314072269615
34000 | 34| 17 | 0.2 | 41.25266968662509 | 10.54033811880444
34000 | 34| 8 | 0.2 | 34.51828615195305 | 9.776740580850623
34000 | 34| 25 | 0.25 | 41.01090098098754 | 10.2938472800361
34000 | 34| 17 | 0.25 | 41.3027192222406 | 10.803906400677945
34000 | 34| 8 | 0.25 | 34.93393846549093 | 9.912007564754987
34000 | 34| 25 | 0.3 | 40.375079215821046 | 10.127247124443896
34000 | 34| 17 | 0.3 | 41.00726973689449 | 10.523151029739825
34000 | 34| 8 | 0.3 | 34.97121878615346 | 10.072236940920323
34000 | 34| 25 | 0.35 | 39.848207717842094 | 9.862505762365123
34000 | 34| 17 | 0.35 | 40.67419303418328 | 10.650726996275774
34000 | 34| 8 | 0.35 | 34.72902165956275 | 9.986027131818805
34000 | 34| 25 | 0.4 | 39.0310609071338 | 9.676179847774135
34000 | 34| 17 | 0.4 | 40.79528903649097 | 10.835615166014017
34000 | 34| 8 | 0.4 | 34.92412213472411 | 9.88783434292468
34000 | 34| 25 | 0.45 | 38.50560455759503 | 9.67450054582891
34000 | 34| 17 | 0.45 | 40.31758482224159 | 10.88656855543088
34000 | 34| 8 | 0.45 | 34.490399381952564 | 9.701719385307818
34000 | 34| 25 | 0.5 | 37.618763290496304 | 9.207572900569938
34000 | 34| 17 | 0.5 | 39.9129584440022 | 10.915505460073442
34000 | 34| 8 | 0.5 | 34.473310827609595 | 9.692439538227854
34000 | 34| 25 | 0.55 | 36.92740885962642 | 9.10042380910627
34000 | 34| 17 | 0.55 | 39.378438605529524 | 10.784872473055955
34000 | 34| 8 | 0.55 | 34.18415881213435 | 9.5233943245079
34000 | 34| 25 | 0.6 | 35.504440826752194 | 8.777393936009105
34000 | 34| 17 | 0.6 | 37.91519211701942 | 10.302200434927663
34000 | 34| 8 | 0.6 | 33.88189975395717 | 9.311450405809254
34000 | 34| 25 | 0.65 | 33.842933536741036 | 8.344452079778554
34000 | 34| 17 | 0.65 | 36.8261355413614 | 9.79664976660398
34000 | 34| 8 | 0.65 | 33.732227051677455 | 9.300457140384092
34000 | 34| 25 | 0.7 | 30.984512032854276 | 7.223317593233555
34000 | 34| 17 | 0.7 | 35.60712121824324 | 9.426800296281382
34000 | 34| 8 | 0.7 | 33.67190385957234 | 9.287924360880432
34000 | 34| 25 | 0.75 | 29.25196675473843 | 6.418763821679641
34000 | 34| 17 | 0.75 | 33.31967197771918 | 8.398108693812278
34000 | 34| 8 | 0.75 | 33.09539610410048 | 8.932036235566999
34000 | 34| 25 | 0.8 | 28.680820015641903 | 6.259494119765728
34000 | 34| 17 | 0.8 | 30.585750470241823 | 7.1312044105239245
34000 | 34| 8 | 0.8 | 33.200215871078456 | 9.123761790276921
