 Total Particles | Monomers per Polymer | Real Frac Phobic | Density | Average Radius of Gyration | Mean End-To-End Distance of Chains
46000 | 46| 34 | 0.05 | 53.0509108653303 | 12.953695103099482
46000 | 46| 23 | 0.05 | 47.317669897159426 | 11.673065296672666
46000 | 46| 11 | 0.05 | 35.150539200393276 | 9.436286041196354
46000 | 46| 34 | 0.1 | 51.48965657061442 | 12.47060058386421
46000 | 46| 23 | 0.1 | 47.475566680817714 | 11.868423564253103
46000 | 46| 11 | 0.1 | 37.195827653879796 | 10.384400035319178
46000 | 46| 34 | 0.15 | 49.82246606890696 | 12.18944231335264
46000 | 46| 23 | 0.15 | 47.472307956817765 | 11.881737545790479
46000 | 46| 11 | 0.15 | 38.41280923606203 | 10.916608977865197
46000 | 46| 34 | 0.2 | 48.495178693703735 | 11.716698780225242
46000 | 46| 23 | 0.2 | 47.39598987224048 | 11.920432817421425
46000 | 46| 11 | 0.2 | 39.56562705981416 | 11.2459871388864
46000 | 46| 34 | 0.25 | 47.441441668221586 | 11.695479787605992
46000 | 46| 23 | 0.25 | 47.44210376484134 | 12.44934394619267
46000 | 46| 11 | 0.25 | 39.803950957214 | 11.431362645470461
46000 | 46| 34 | 0.3 | 45.8710982149513 | 11.303153208716658
46000 | 46| 23 | 0.3 | 46.71025929461445 | 12.47248344327193
46000 | 46| 11 | 0.3 | 40.12981295119939 | 11.36446129168223
46000 | 46| 34 | 0.35 | 44.665103729777606 | 10.779586638395905
46000 | 46| 23 | 0.35 | 46.40219742375883 | 12.13252096491628
46000 | 46| 11 | 0.35 | 40.02467283394244 | 11.356312431734487
46000 | 46| 34 | 0.4 | 44.16050709331565 | 10.88960118924835
46000 | 46| 23 | 0.4 | 45.86137233586269 | 11.909109422632902
46000 | 46| 11 | 0.4 | 39.86586760274572 | 11.143434938826456
46000 | 46| 34 | 0.45 | 43.07277651295281 | 10.397964167914488
46000 | 46| 23 | 0.45 | 45.419481885178975 | 12.246209169897773
46000 | 46| 11 | 0.45 | 39.804104706958356 | 11.07071147636192
46000 | 46| 34 | 0.5 | 42.736873567795506 | 10.421270193582076
46000 | 46| 23 | 0.5 | 44.182073215821575 | 11.759029348014835
46000 | 46| 11 | 0.5 | 39.33128616371137 | 11.156095385361342
46000 | 46| 34 | 0.55 | 41.303044184160385 | 10.115295367089248
