 Total Particles | Monomers per Polymer | Real Frac Phobic | Density | Average Radius of Gyration | Mean End-To-End Distance of Chains
22000 | 22| 16 | 0.05 | 34.50420452287077 | 8.280952996804698
22000 | 22| 11 | 0.05 | 32.24924598970391 | 8.118071735445332
22000 | 22| 5 | 0.05 | 25.35508998688498 | 6.808219798939265
22000 | 22| 16 | 0.1 | 34.24524412752429 | 8.35542691028038
22000 | 22| 11 | 0.1 | 32.61623706638488 | 8.105737648694761
22000 | 22| 5 | 0.1 | 26.27157673630207 | 7.105683900206473
22000 | 22| 16 | 0.15 | 34.11446838002454 | 8.31037488899143
22000 | 22| 11 | 0.15 | 33.07772985404948 | 8.425546567020644
22000 | 22| 5 | 0.15 | 26.884753577650006 | 7.336343869651231
22000 | 22| 16 | 0.2 | 33.75553850280656 | 8.298398713505494
22000 | 22| 11 | 0.2 | 32.964845728719204 | 8.471747673430746
22000 | 22| 5 | 0.2 | 27.616346685524444 | 7.667954242381253
22000 | 22| 16 | 0.25 | 33.17188791316666 | 8.301858648846904
22000 | 22| 11 | 0.25 | 33.14072681723293 | 8.423253445869365
22000 | 22| 5 | 0.25 | 27.848334779309692 | 7.702170387552123
22000 | 22| 16 | 0.3 | 32.63553246195708 | 8.168410856451708
22000 | 22| 11 | 0.3 | 32.87351308344334 | 8.385928620488464
22000 | 22| 5 | 0.3 | 27.855949528557453 | 7.651934059683103
22000 | 22| 16 | 0.35 | 32.30960524950138 | 8.083816824155184
22000 | 22| 11 | 0.35 | 33.093023018776435 | 8.601111913011263
22000 | 22| 5 | 0.35 | 27.812250420752505 | 7.667040334319206
22000 | 22| 16 | 0.4 | 31.565860792063066 | 7.750826527410937
22000 | 22| 11 | 0.4 | 32.73090475095362 | 8.493656269946399
22000 | 22| 5 | 0.4 | 27.803333127287996 | 7.634444125229664
22000 | 22| 16 | 0.45 | 31.006321582380995 | 7.643555090032468
22000 | 22| 11 | 0.45 | 32.34448605086143 | 8.482276832929184
22000 | 22| 5 | 0.45 | 27.66274444925174 | 7.57842383589838
22000 | 22| 16 | 0.5 | 30.472876608375827 | 7.621371295059571
22000 | 22| 11 | 0.5 | 32.13490809537312 | 8.398004443325089
22000 | 22| 5 | 0.5 | 27.749132899454885 | 7.617141220418025
22000 | 22| 16 | 0.55 | 29.43239572996495 | 7.245392850358968
22000 | 22| 11 | 0.55 | 31.70320708515426 | 8.400613677101164
22000 | 22| 5 | 0.55 | 27.578030730591426 | 7.594279911596119
22000 | 22| 16 | 0.6 | 28.752639976992544 | 6.978741773358867
22000 | 22| 11 | 0.6 | 31.18453806268133 | 8.16340496457336
22000 | 22| 5 | 0.6 | 27.47194674966129 | 7.576297878274757
22000 | 22| 16 | 0.65 | 28.50226775015376 | 7.072753672533546
22000 | 22| 11 | 0.65 | 31.31193048214959 | 8.630799529298363
22000 | 22| 5 | 0.65 | 27.27596848006042 | 7.640243478826606
22000 | 22| 16 | 0.7 | 26.03904957246923 | 6.206217285576201
22000 | 22| 11 | 0.7 | 30.19691107877791 | 8.087946541963804
22000 | 22| 5 | 0.7 | 26.955215932758552 | 7.310470019589809
22000 | 22| 16 | 0.75 | 24.338393883520112 | 5.388706762482437
22000 | 22| 11 | 0.75 | 28.767304540541325 | 7.668251035459691
22000 | 22| 5 | 0.75 | 26.90214912864438 | 7.386759112149911
22000 | 22| 16 | 0.8 | 23.90712186940203 | 5.205007095717277
22000 | 22| 11 | 0.8 | 25.884511526080157 | 6.300072422122303
22000 | 22| 5 | 0.8 | 26.716040593248334 | 7.368489311701845
