# Cluster list (23 data points):
# "Cluster Identifier" "Cluster Size" "Center of Mass.X" "Center of Mass.Y" "Center of Mass.Z"
1 9690 16.0096552116 15.8277755418 15.6033724458 
2 50 34.19392 4.05962 30.376 
3 30 11.5561666667 10.8698666667 -6.6307666667 
4 20 25.26385 -4.97065 3.88155 
5 20 30.68455 28.6372 35.32495 
6 20 28.1068 -8.2756 3.6063 
7 10 -11.7414 26.0226 6.3064 
8 10 9.9942 41.362 20.1015 
9 10 -6.3519 10.2823 18.8156 
10 10 -13.8105 15.2677 1.7419 
11 10 28.7366 1.5427 -11.1244 
12 10 41.0165 32.2139 -4.3696 
13 10 22.8593 -10.0449 28.0125 
14 10 -9.9509 29.8117 32.2034 
15 10 -9.8753 19.9209 12.4556 
16 10 -2.3375 27.5456 22.6545 
17 10 24.4587 -2.1924 38.7638 
18 10 35.8943 16.9696 4.311 
19 10 -6.4514 29.4672 33.7656 
20 10 11.6108 -9.8929 17.3032 
21 10 43.0574 21.3168 31.2781 
22 10 36.3924 19.3759 38.2312 
23 10 37.4796 19.7462 32.3735 
