# Cluster list (17 data points):
# "Cluster Identifier" "Cluster Size" "Center of Mass.X" "Center of Mass.Y" "Center of Mass.Z"
1 9840 13.6137805894 13.2282611789 13.0426387195 
2 10 21.0181 31.514 -2.7431 
3 10 25.6243 -6.6296 27.4018 
4 10 11.4003 22.9104 37.0446 
5 10 7.4267 29.9755 -8.8781 
6 10 5.5827 -6.1025 -8.3148 
7 10 13.8795 20.6585 35.2956 
8 10 -1.7683 1.1574 28.4298 
9 10 -2.8748 -3.9257 7.9723 
10 10 5.6199 29.1841 33.0855 
11 10 -7.4169 18.62 11.9737 
12 10 10.2995 34.5508 8.4407 
13 10 31.5582 13.779 31.3232 
14 10 36.1112 18.7861 24.5534 
15 10 -5.8156 20.7546 24.4613 
16 10 22.6601 -7.1842 6.3499 
17 10 27.236 20.8745 -6.0446 
