# Cluster list (35 data points):
# "Cluster Identifier" "Cluster Size" "Center of Mass.X" "Center of Mass.Y" "Center of Mass.Z"
1 9580 17.4495508351 16.8681381002 16.7771129436 
2 70 -0.6760285714 -0.7739 -2.7748142857 
3 20 0.76175 17.1963 40.89925 
4 20 31.29875 40.91365 24.17465 
5 10 -1.8627 1.7916 43.2129 
6 10 8.1114 -5.5838 -1.9916 
7 10 18.7676 43.443 24.0835 
8 10 -8.3209 8.1731 17.9091 
9 10 29.3694 13.9602 38.7456 
10 10 -5.2674 3.0785 24.9734 
11 10 -6.5505 27.9515 0.139 
12 10 -9.738 -5.3302 22.1236 
13 10 48.276 9.2512 11.6866 
14 10 18.4075 32.5761 -10.7881 
15 10 0.0809 -6.9898 -5.2938 
16 10 1.9678 22.3258 44.0425 
17 10 3.1758 0.6971 -9.504 
18 10 34.3996 26.2581 -1.406 
19 10 -1.9244 -3.2381 16.6597 
20 10 41.8334 9.1435 36.8392 
21 10 11.9259 9.0414 42.3474 
22 10 -4.7518 0.583 3.906 
23 10 16.7891 -10.6027 30.6696 
24 10 -8.5554 17.1726 -2.8507 
25 10 14.5224 -8.3333 20.4059 
26 10 8.2263 47.7435 11.9092 
27 10 -15.735 1.6413 15.9587 
28 10 32.6342 22.5601 43.2353 
29 10 31.2315 2.5079 40.1167 
30 10 4.6808 28.0264 -7.7494 
31 10 35.2976 37.0055 -5.4398 
32 10 9.1392 38.7426 36.2016 
33 10 25.381 41.6589 -2.9882 
34 10 8.1891 15.4131 -8.3299 
35 10 7.4392 16.6684 48.3591 
