# Cluster list (18 data points):
# "Cluster Identifier" "Cluster Size" "Center of Mass.X" "Center of Mass.Y" "Center of Mass.Z"
1 9800 14.6305168367 14.1949786735 14.2355667347 
2 40 -6.94615 23.373025 -4.454225 
3 10 29.989 -6.9915 -0.1057 
4 10 20.2551 37.5175 19.6257 
5 10 16.0393 -5.1178 37.3629 
6 10 -7.4827 31.9544 -3.2966 
7 10 37.3039 25.2411 17.8282 
8 10 29.1627 33.66 7.8 
9 10 27.077 7.518 -5.5536 
10 10 31.8154 28.911 5.1571 
11 10 -4.742 -3.074 33.7841 
12 10 23.8312 30.6759 -2.6333 
13 10 16.8696 22.1726 37.7084 
14 10 34.7318 -1.217 5.5015 
15 10 -10.1171 20.3448 21.2933 
16 10 39.9378 12.5376 24.018 
17 10 11.0515 34.3253 11.9178 
18 10 38.0453 2.0849 14.8152 
