# Cluster list (445 data points):
# "Cluster Identifier" "Cluster Size" "Center of Mass.X" "Center of Mass.Y" "Center of Mass.Z"
1 1050 14.9409409524 26.6959314286 18.1812466667 
2 560 29.1380464286 23.452975 46.4481535714 
3 330 40.8520212121 36.4232878788 7.2183242424 
4 280 45.3953178571 9.0041821429 21.1666178571 
5 220 29.5089954545 34.8325227273 29.6709863636 
6 180 50.7599888889 38.6276611111 25.7438388889 
7 150 16.8492533333 39.49784 51.7635333333 
8 130 46.1152153846 54.0929307692 39.3913615385 
9 100 30.03362 42.0742 60.44206 
10 90 -2.0627 37.5938888889 32.3688444444 
11 80 50.066625 26.8486625 42.2065 
12 80 41.1755875 57.876225 18.628325 
13 80 33.0313875 14.8100875 36.19625 
14 70 0.0683857143 8.9669285714 26.2312285714 
15 70 30.0483428571 50.7008 46.8190142857 
16 60 34.4367166667 51.8184 35.2349833333 
17 60 45.8900333333 36.91995 41.7333 
18 60 45.5756 4.9303666667 42.7766 
19 60 14.4995666667 -0.9703 34.9014333333 
20 60 56.25935 9.9755 27.1889333333 
21 60 25.71655 58.9370166667 37.9602833333 
22 60 63.9082333333 50.4790166667 22.0701166667 
23 60 42.5076333333 25.82035 25.1211833333 
24 50 32.17368 45.63636 21.65878 
25 50 9.50648 5.2133 40.03676 
26 50 9.47948 39.2295 37.54804 
27 50 6.06622 -0.57062 51.26976 
28 50 -8.84834 30.02838 54.60964 
29 50 32.01488 18.05912 5.64176 
30 50 -1.50428 15.98022 48.2153 
31 50 47.68802 19.69904 54.91664 
32 40 58.331125 6.53685 49.7732 
33 40 44.379025 47.881225 10.156675 
34 40 27.7943 55.963275 10.489325 
35 40 56.673475 16.407625 9.999375 
36 40 35.375425 -2.4179 2.988075 
37 40 8.06965 22.960475 44.21525 
38 40 42.627525 28.655325 14.56765 
39 40 33.3078 10.67225 -3.37 
40 40 28.5067 38.720375 46.24755 
41 40 17.896975 12.84755 39.8752 
42 40 17.63035 9.461225 -6.8963 
43 40 19.2823 28.873925 60.6303 
44 40 7.7362 43.525525 4.3731 
45 40 7.291425 15.39585 1.916075 
46 30 70.3520333333 21.0556666667 27.0533 
47 30 42.0130666667 41.6226333333 54.6726 
48 30 -7.8374333333 7.0564 12.9101 
49 30 25.2138666667 6.3313 -4.8120333333 
50 30 32.4472 59.8541 3.0621333333 
51 30 -0.6038666667 21.1476333333 25.2757 
52 30 20.7650333333 52.0195666667 48.7423666667 
53 30 38.1002333333 42.8418333333 42.5865666667 
54 30 -10.8841333333 24.2193666667 18.0269333333 
55 30 16.3173333333 0.5965333333 22.9950666667 
56 30 54.6965666667 53.4383666667 -3.0739333333 
57 30 34.3250333333 60.3990333333 51.3029666667 
58 30 48.0967 16.4126 46.1348 
59 30 60.2044666667 39.6419333333 16.7259666667 
60 30 30.7979666667 2.8060333333 14.4784 
61 30 64.4609666667 2.2397 27.756 
62 30 15.7762333333 6.6574333333 5.3217333333 
63 30 1.6685333333 45.0529666667 21.6401333333 
64 30 27.0009333333 9.2223 17.4855333333 
65 30 55.4378 38.5065 45.6749666667 
66 30 23.0510666667 39.9171333333 13.8590333333 
67 30 9.6635666667 15.6284333333 13.5984666667 
68 30 -4.0155 67.0469 42.4473666667 
69 30 18.3564 55.2847 -1.6194666667 
70 30 19.4384 54.6246 28.4952333333 
71 30 -3.8515 45.9472333333 43.4336666667 
72 20 10.53015 28.5307 -3.559 
73 20 2.4641 27.96815 20.4969 
74 20 9.0324 58.0313 25.0823 
75 20 14.86555 59.0753 17.2984 
76 20 46.6494 -7.71805 14.2237 
77 20 59.91155 0.6111 4.20725 
78 20 -9.16615 56.78505 0.6527 
79 20 57.757 21.9523 52.49215 
80 20 66.8968 49.89195 8.5771 
81 20 13.25565 26.53015 72.7542 
82 20 30.4763 30.6826 10.2835 
83 20 19.8079 32.91305 73.07625 
84 20 46.96895 26.60085 59.0772 
85 20 30.69535 -0.6234 34.853 
86 20 5.19815 46.8859 35.6466 
87 20 40.5026 14.123 9.69055 
88 20 48.41265 -10.86745 54.19805 
89 20 35.31265 -6.7498 18.2397 
90 20 60.61425 25.1638 34.98745 
91 20 49.4169 44.49235 15.1528 
92 20 19.9809 11.82135 49.7742 
93 20 51.7371 4.128 33.1531 
94 20 -11.34205 51.99285 44.8057 
95 20 -0.3504 7.88 -4.4745 
96 20 11.35875 35.4794 14.0746 
97 20 54.76305 30.2962 12.6911 
98 20 6.16735 59.0767 44.3518 
99 20 46.24845 -9.6444 43.13665 
100 20 19.86895 68.88645 40.97015 
101 20 53.16315 54.1227 26.4654 
102 20 9.8557 51.5422 33.00055 
103 20 36.8947 21.66335 26.19805 
104 20 17.08545 6.30045 63.61185 
105 20 27.68485 52.85305 59.9557 
106 20 -0.8685 2.2293 34.2927 
107 20 13.05355 -5.92505 -2.47625 
108 20 6.6615 12.30945 18.04365 
109 20 49.4733 31.5342 63.7347 
110 20 7.5569 29.0766 66.5932 
111 20 40.36165 25.25195 45.42285 
112 20 28.64355 12.3753 3.9406 
113 20 52.63575 -1.6277 17.98365 
114 20 12.36355 54.2784 45.2374 
115 20 16.6356 65.34135 64.4913 
116 20 53.89765 40.2553 -0.0145 
117 20 22.70065 62.701 53.54855 
118 20 43.5157 42.19715 34.3497 
119 20 40.48365 21.79285 9.991 
120 20 7.2239 14.09275 66.23545 
121 20 47.10725 67.1699 -7.0965 
122 20 29.9029 62.0311 17.5868 
123 20 36.17795 -6.67 25.06065 
124 20 38.28905 51.63345 22.463 
125 20 75.65545 49.0342 47.0643 
126 20 14.9656 54.8293 34.98505 
127 20 45.96015 -0.9786 30.21325 
128 20 71.60795 6.1707 21.568 
129 10 17.5156 -12.2819 19.6745 
130 10 10.6194 69.4249 -23.5385 
131 10 3.9512 43.3904 27.4647 
132 10 65.1857 58.9426 37.2204 
133 10 77.6621 -11.4811 30.9444 
134 10 47.9721 7.5072 49.641 
135 10 37.7348 58.4325 40.6864 
136 10 -1.7753 16.4875 -13.8625 
137 10 -4.6749 17.6508 59.5182 
138 10 37.5135 69.9004 7.4961 
139 10 -10.4432 11.6582 24.555 
140 10 38.7233 59.4864 7.5007 
141 10 44.8665 37.8906 -13.4227 
142 10 0.0366 36.5769 9.2786 
143 10 17.7952 21.7337 74.7467 
144 10 37.3156 11.6061 -12.2877 
145 10 61.4674 27.8039 43.4161 
146 10 21.5584 52.8885 15.3559 
147 10 22.192 -10.8485 22.1679 
148 10 26.5167 33.4459 -8.0612 
149 10 -29.2585 28.2264 68.7672 
150 10 41.7803 -17.8435 42.057 
151 10 61.6191 -10.6212 57.4041 
152 10 68.3375 30.4557 9.0097 
153 10 58.2179 29.0786 67.4778 
154 10 52.7263 2.9925 60.6464 
155 10 58.3257 45.8553 2.847 
156 10 -10.8044 60.8481 23.4244 
157 10 16.3888 4.5137 -5.9098 
158 10 1.0284 33.2369 25.5709 
159 10 60.4473 67.4986 0.8329 
160 10 25.0126 28.4802 71.5746 
161 10 38.2738 0.3478 38.351 
162 10 53.274 48.188 42.9509 
163 10 61.9112 25.663 3.9435 
164 10 14.7966 0.5908 43.899 
165 10 54.8295 3.0542 -0.3372 
166 10 -12.0339 4.9608 18.4817 
167 10 -6.3562 10.5561 4.7673 
168 10 60.2798 47.2326 29.0358 
169 10 37.2677 44.5913 29.2665 
170 10 0.0292 23.9856 48.541 
171 10 43.7146 -14.8157 46.3822 
172 10 55.242 12.7405 46.1803 
173 10 -0.9207 28.7967 1.7541 
174 10 41.7492 68.1874 17.0133 
175 10 -3.6754 73.1363 -6.8593 
176 10 -9.2223 33.2979 19.6168 
177 10 36.1719 72.1625 66.5251 
178 10 26.6968 57.4854 43.6991 
179 10 24.0064 33.0144 -19.9254 
180 10 0.396 18.1128 36.0346 
181 10 10.4082 21.6067 -10.3702 
182 10 89.6231 56.8806 22.2297 
183 10 69.0306 40.4769 44.7918 
184 10 30.1919 -11.2785 20.1207 
185 10 -9.6145 10.3129 -5.644 
186 10 14.751 49.4807 53.1888 
187 10 14.2418 61.2635 -2.8678 
188 10 5.2364 35.5306 59.8654 
189 10 32.5941 -1.9587 40.8957 
190 10 60.2351 55.4153 75.1591 
191 10 16.07 67.8667 37.2198 
192 10 -1.1824 45.7471 55.2486 
193 10 15.958 38.7435 10.09 
194 10 28.2406 -2.3558 -10.7156 
195 10 56.3918 -13.858 48.7793 
196 10 67.9551 69.6194 23.222 
197 10 7.5037 78.4343 28.6716 
198 10 41.1475 7.9346 -10.1288 
199 10 43.7206 31.9047 75.4619 
200 10 60.9717 25.2572 16.3215 
201 10 32.4531 18.5971 61.373 
202 10 62.4023 -7.9859 51.4432 
203 10 0.648 53.2975 -1.1882 
204 10 59.0208 2.0416 38.718 
205 10 35.9784 -12.4182 76.0551 
206 10 30.7548 35.5089 -2.5097 
207 10 0.9941 -10.7864 26.2183 
208 10 39.3446 -5.0237 30.5545 
209 10 59.2529 61.6754 16.0735 
210 10 11.2938 62.1052 34.1654 
211 10 7.0794 1.1612 17.3587 
212 10 -2.2893 -18.2749 53.8047 
213 10 3.2183 27.3699 71.7517 
214 10 -5.7608 53.5067 10.1107 
215 10 35.9101 20.4108 62.4278 
216 10 55.6773 49.8767 6.6641 
217 10 63.1497 50.8217 -13.4945 
218 10 -11.332 23.3994 36.5497 
219 10 20.6789 59.5516 -22.9202 
220 10 39.0336 3.9702 10.5401 
221 10 71.0252 45.6536 13.8527 
222 10 57.0891 41.6337 -10.765 
223 10 35.4433 18.3182 -1.0655 
224 10 -14.8839 -1.5212 11.7051 
225 10 4.0342 80.5619 44.4716 
226 10 19.4982 32.0184 -12.3413 
227 10 26.0738 25.787 83.4834 
228 10 0.1714 64.4236 62.1191 
229 10 21.6922 47.2493 -14.909 
230 10 29.3906 -8.7274 33.6419 
231 10 64.0143 36.5153 51.4191 
232 10 45.9578 10.4731 -4.1685 
233 10 60.3571 -1.7928 10.0719 
234 10 48.9325 35.0459 -27.0585 
235 10 -17.2536 6.1543 25.6033 
236 10 42.2865 5.6556 5.7301 
237 10 -0.8982 44.1653 -11.4916 
238 10 -4.9889 4.8403 -14.3347 
239 10 24.504 -11.4385 -12.0216 
240 10 51.3496 44.9549 22.2966 
241 10 7.7734 5.6424 61.7618 
242 10 -21.6388 32.3278 49.0527 
243 10 39.4255 30.81 61.2455 
244 10 53.4369 47.6159 35.6862 
245 10 45.8143 29.7091 52.6297 
246 10 63.1263 58.365 40.9539 
247 10 36.6103 19.3162 17.159 
248 10 -7.7051 59.6861 12.7327 
249 10 3.719 32.4067 50.2362 
250 10 35.3574 3.6733 58.9767 
251 10 61.0657 18.5445 27.4656 
252 10 33.3522 50.4116 40.7842 
253 10 57.5236 59.8835 55.9133 
254 10 -10.9846 1.1951 77.6816 
255 10 2.6427 23.6933 61.2087 
256 10 -6.1744 20.8492 -12.923 
257 10 33.4609 27.1472 18.7838 
258 10 28.9912 -15.8473 41.9223 
259 10 22.3341 -6.8629 43.0206 
260 10 30.8701 13.5033 26.116 
261 10 -19.9157 9.0622 4.392 
262 10 46.7015 6.4406 54.7453 
263 10 41.2444 4.0685 31.6993 
264 10 76.5604 60.8564 -9.9554 
265 10 56.6081 29.3792 18.5533 
266 10 84.412 24.7688 52.2448 
267 10 19.5477 64.2798 46.6437 
268 10 57.7435 4.8994 -15.4677 
269 10 46.2601 25.9262 44.8203 
270 10 55.4026 62.5158 40.5709 
271 10 38.298 24.5879 18.0763 
272 10 72.8985 12.6221 47.478 
273 10 0.6785 16.9374 78.8256 
274 10 35.3656 65.2165 11.6457 
275 10 -15.1782 -14.9336 -4.1602 
276 10 -2.3963 54.8209 34.62 
277 10 38.6151 -6.2432 43.1625 
278 10 24.7128 -6.0234 52.918 
279 10 23.4456 6.535 45.2914 
280 10 37.0958 8.854 14.2883 
281 10 -11.804 36.8187 43.8469 
282 10 19.0414 41.2834 1.7638 
283 10 12.1888 96.1481 33.4475 
284 10 26.1654 56.3806 2.9769 
285 10 82.5389 44.9612 6.0542 
