Step,Total,Kinetic,Bonded,Non-Bonded,Pressure
0,9014.62496483878,21133.351508744116,9191.36851012418,-21310.095054029516,0.00465784687203228
1,8909.49178083521,21145.948716490973,9261.659080646283,-21498.11601630205,0.001283863323264564
2,8980.854857177288,21045.971661143514,9313.486421918376,-21378.6032258846,0.0029918014615223434
3,8927.432091340299,21253.029413385735,9311.94027345054,-21637.537595495975,0.0007649165131129038
4,9014.780153965643,21346.257032775124,9341.893294292244,-21673.370173101725,0.0034058574022051667
5,8559.913012376554,20970.459000513532,9302.637441140703,-21713.18342927768,0.0015261683108920496
6,9175.811057685769,21504.28871512844,9326.650915195914,-21655.128572638587,0.0013138877269584237
7,8840.336120200192,21257.4476958336,9366.088950349846,-21783.200525983255,0.0023480036145466995
8,8051.791759778131,20903.883672060598,9218.196898117838,-22070.288810400303,0.0014709714294121705
9,8131.856000202712,20928.389469660648,9321.16521549985,-22117.698684957784,0.0008113016356340666
10,7980.5788946336215,21021.98310587309,9178.206978529193,-22219.61118976866,0.0034784670176740626
11,7748.460772932427,20863.082694556855,9281.758903024309,-22396.38082464874,0.0013847516075628646
12,7997.170690673214,21174.57567681426,9264.338604136135,-22441.743590277183,0.0008268948522589387
13,7944.065705011659,20881.48877122558,9400.282624087315,-22337.705690301238,-0.00024979939015906324
14,8069.510999868933,21025.514530527624,9364.926420959513,-22320.929951618204,0.0010269337502316692
15,8342.973710555794,21367.184148811884,9254.667438700708,-22278.877876956798,0.003917268366489177
16,7927.552340700522,21136.800595112607,9272.202650774023,-22481.45090518611,0.001272570224125899
17,8031.855125472797,21150.054361688206,9351.909165458115,-22470.108401673526,5.152877023396202e-05
18,7915.91127176633,21051.283046791767,9319.498520788264,-22454.870295813696,0.0015236133634066971
19,7799.861439618075,21350.737939761304,9176.135372249053,-22727.011872392282,0.0028682574301429967
20,7308.930017330931,21034.8787862221,9198.00326039661,-22923.952029287782,0.0008029291746653906
21,7487.344068681967,21192.30157576244,9286.842000771394,-22991.79950785187,-0.0009749075604488511
22,7313.632292520804,20922.501466031656,9241.435614443457,-22850.30478795431,0.001390875849094593
23,7250.430855032673,21179.36850504959,9295.921028523619,-23224.858678540535,-0.0032881826603938583
24,6830.965217264769,20913.942318627578,9206.063196522822,-23289.04029788563,0.0022049654469576407
25,6930.1713468181115,21014.364492988378,9271.530870778919,-23355.724016949185,-0.0022601841553213237
26,7284.2113711396105,21314.435708633908,9312.49912107233,-23342.72345856663,0.004583329503278763
27,6764.1225609878275,20988.804986370364,9206.889712474029,-23431.572137856565,0.0038350123166927715
28,6679.122304826429,21050.312259051127,9254.474522813616,-23625.664477038314,-0.0010907810523117407
29,6515.778691037569,21026.394299389598,9241.44128159594,-23752.05688994797,-0.0003164632267523178
30,6548.521414253633,20830.549489565943,9294.347472704203,-23576.375548016513,-0.002196213034616236
31,6681.022266405402,21068.038964152318,9251.448904842551,-23638.465602589466,-0.00044567516167073537
32,6441.1082417555335,20951.078864841893,9258.593910508213,-23768.56453359457,-0.0004021478635072573
33,6129.874670920783,20891.17151754984,9102.651551040108,-23863.948397669163,0.002432638343093419
34,6135.701189569554,21147.93160397991,9181.716049625484,-24193.94646403584,0.00207476701236994
35,6328.640110958993,21017.820927082026,9300.729638768966,-23989.910454892,0.002919995256270593
36,6332.461962127803,21001.78780323338,9162.787315396681,-23832.113156502262,-7.318395299177327e-05
37,6184.231505802385,20921.36501635216,9272.274235200432,-24009.407745750206,-0.0010470264406343792
38,6241.588535517023,21256.05030691306,9215.730395063369,-24230.19216645941,0.0017266922238031203
39,5673.443828415297,20683.7212871373,9229.577114624208,-24239.854573346212,-0.0012067270234291695
40,5907.440814269095,21014.14493393762,9216.49154347227,-24323.195663140796,-0.0020320200247514845
41,5733.110899448504,20953.146130662415,9116.603976092378,-24336.63920730629,0.0021692272628516113
42,5966.284802002749,20923.292567990433,9308.786932317073,-24265.794698304755,0.0008777648440663199
43,6106.993212071444,21130.582692267173,9103.801900013452,-24127.39138020918,0.002601370250993232
44,5714.520468445047,21049.01777852587,9217.122331765873,-24551.619641846697,-0.00017788279355526043
